 (4989,9736),
 (4439,4871),
 (4576,5628),
 (6049,9086),
 (4740,4083),
 (4993,6125),
 (5476,7361),
 (6574,5161),
 (6897,4511),
 (4878,3242),
 (5102,8545),
 (3627,5917),
 (4038,5694),
 (5602,3860),
 (5830,3640),
 (6507,4793),
 (4953,3494),
 (7646,4247),
 (5164,10168),
 (5908,7823),
 (4798,5512),
 (5755,10045),
 (6142,3969),
 (5268,9733),
 (6348,5316),
 (3681,4914),
 (6689,3579),
 (5570,6447),
 (3985,4502),
 (4279,3759),
 (4682,3483),
 (5073,7909),
 (4623,6479),
 (4055,5096),
 (5422,8028),
 (4767,8112),
 (4988,7882),
 (4869,5827),
 (5308,3927),
 (3912,5196),
 (5107,10237),
 (4684,6487),
 (5593,6037),
 (5872,8547),
 (5145,9840),
 (4167,5640),
 (3680,7097),
 (4625,4807),
 (3609,5203),
 (4812,5086),
 (5428,7029),
 (3922,2820),
 (3923,7063),
 (4403,5157),
 (3526,4742),
 (4863,3437),
 (4665,4255),
 (4866,10616),
 (4144,5598),
 (4779,6089),
 (3841,4747),
 (3014,5308),
 (2990,5555),
 (3908,6247),
 (4066,2810),
 (5628,7387),
 (6187,4108),
 (6072,3542),
 (5165,10111),
 (4995,10422),
 (3276,6459),
 (4186,4954),
 (3905,6514),
 (5757,8283),
 (5725,3296),
 (3994,5551),
 (5441,9459),
 (8041,3909),
 (4119,3484),
 (6081,4458),
 (5412,6887),
 (4046,9207),
 (4980,5674),
 (6375,4758),
 (5195,7045),
 (4726,8296),
 (4071,5468),
 (5707,9661),
 (5789,9966),
 (6881,5603),
 (5047,3852),
 (3530,5403),
 (7472,4202),
 (5007,2990),
 (6370,8906),
 (7035,3219),
 (5917,3856),
 (6027,3699),
 (4826,4964),
 (5020,10183),
 (5119,10463),
 (5216,9677),
 (5355,3562),
 (3887,6133),
 (5019,10412),
 (3080,5385),
 (7226,5126),
 (4072,4884),
 (3622,4514),
 (3702,7657),
 (5217,9357),
 (6792,3383),
 (4792,3404),
 (4582,5967),
 (4937,4646),
 (7297,5320),
 (6520,8772),
 (3623,5801),
 (5210,9580),
 (3454,7011),
 (4985,10752),
 (4013,5829),
 (5408,6023),
 (6181,3420),
 (4683,6035),
 (7209,3287),
 (3996,9082),
 (3266,4825),
 (7276,3192),
 (6448,4216),
 (4619,3487),
 (4566,2778),
 (4840,7129),
 (5552,9338),
 (5286,3953),
 (4402,3320),
 (3526,7347),
 (4683,9119),
 (4409,4060),
 (6605,3497),
 (3366,6174),
 (4680,4740),
 (4534,6287),
 (4569,3411),
 (5219,8514),
 (4994,10094),
 (5490,3166),
 (5204,3632),
 (5928,2755),
 (4599,3307),
 (3702,4739),
 (4614,5814),
 (5457,7535),
 (4305,2966),
 (3576,7018),
 (5623,10231),
 (3104,5455),
 (6793,5429),
 (5483,10470),
 (3829,5739),
 (3527,6677),
 (6034,4740),
 (4584,8648),
 (3795,8181),
 (4371,6977),
 (3552,6555),
 (4690,10626),
 (5705,4892),
 (6834,4918),
 (5322,7589),
 (6721,8790),
 (5680,4445),
 (5159,4786),
 (3019,5479),
 (6462,5489),
 (3612,5694),
 (3964,4737),
 (4077,4996),
 (3673,4839),
 (4475,5272),
 (4246,5688),
 (6281,8163),
 (7272,5338),
 (4188,6012),
 (4901,4852),
 (4135,5257),
 (5404,4748),
 (5859,9808),
 (6036,4441),
 (5007,6836),
 (5738,9333),
 (4897,5605),
 (3732,6497),
 (8069,4176),
 (6474,2879),
 (6546,3553),
 (6240,4512),
 (3598,7029),
 (3943,5047),
 (5580,7697),
 (5976,7870),
 (4631,5294),
 (3301,5814),
 (3274,5784),
 (6160,4284),
 (4337,5689),
 (5289,5448),
 (4466,6740),
 (3813,4556),
 (5867,2937),
 (6490,3741),
 (5643,9100),
 (5389,7912),
 (6471,3070),
 (5769,5013),
 (5126,4447),
 (4817,4386),
 (4324,6307),
 (3379,6809),
 (3846,8633),
 (5759,10327),
 (7981,3873),
 (5580,9040),
 (4086,5715),
 (3883,6636),
 (4565,4240),
 (3253,7334),
 (3575,6439),
 (6258,5335),
 (3518,6519),
 (4363,4537),
 (5115,10095),
 (6304,7901),
 (4734,4514),
 (3968,7118),
 (6315,8732),
 (7296,3816),
 (3827,6338),
 (3590,6499),
 (4998,5985),
 (6322,4028),
 (3633,5148),
 (3152,5369),
 (4610,4889),
 (7453,2975),
 (5763,2968),
 (4744,5790),
 (3211,5999),
 (4037,4567),
 (6019,2924),
 (5574,5298),
 (4142,3159),
 (4695,4050),
 (5149,10345),
 (5483,5084),
 (4018,5218),
 (6076,3462),
 (4416,8909),
 (4051,8847),
 (5399,2745),
 (2974,5563),
 (4320,3752),
 (4973,10611),
 (6084,9719),
 (5117,9206),
 (5229,4802),
 (6963,3884),
 (4608,7263),
 (4744,8673),
 (5512,3421),
 (5984,5630),
 (3038,7291),
 (3762,5491),
 (4188,2868),
 (3492,7720),
 (3967,8984),
 (5484,7920),
 (6116,9081),
 (3454,5754),
 (5215,6853),
 (5340,9837),
 (5711,6023),
 (7889,3644),
 (4812,8843),
 (5382,9783),
 (5915,3476),
 (6043,9463),
 (5428,8530),
 (5676,6799),
 (4634,7654),
 (6280,2692),
 (6049,8690),
 (3516,6910),
 (3781,4581),
 (4269,5158),
 (4020,7126),
 (5818,3487),
 (5466,9171),
 (4984,5606),
 (4233,5995),
 (7544,3961),
 (4571,8330),
 (4218,8662),
 (6708,3716),
 (5499,8927),
 (7568,3353),
 (4934,8158),
 (3906,6376),
 (3983,7233),
 (3490,6153),
 (4573,9104),
 (7496,4109),
 (5151,4271),
 (5550,3978),
 (5979,4936),
 (7920,2923),
 (5962,3232),
 (3958,8679),
 (4576,5805),
 (3650,5942),
 (5843,8836),
 (7790,4166),
 (5661,10076),
 (4557,4624),
 (5377,9913),
 (6095,9691),
 (7724,3040),
 (3995,7547),
 (5866,3740),
 (4820,5640),
 (3163,6732),
 (5245,10281),
 (4954,7673),
 (5612,3370),
 (5185,9995),
 (6554,3982),
 (6724,5070),
 (4604,7807),
 (4273,5964),
 (4939,8875),
 (4030,5152),
 (4240,5835),
 (3661,6701),
 (6028,7161),
 (4679,6367),
 (4766,7694),
 (7128,2919),
 (7268,3243),
 (5362,3826),
 (6913,3292),
 (5672,4132),
 (3453,6103),
 (5149,4716),
 (3175,7163),
 (5469,7155),
 (4987,9549),
 (4338,6002),
 (6970,4111),
 (4354,6014),
 (7935,3033),
 (4285,9010),
 (3532,4844),
 (5061,9526),
 (3935,5019),
 (5873,8292),
 (5863,8982),
 (4111,6259),
 (6706,3981),
 (3900,7753),
 (7656,3275),
 (6354,5280),
 (5969,8704),
 (3272,5994),
 (6716,3407),
 (3337,7128),
 (6579,4936),
 (3937,4934),
 (4310,8316),
 (6648,3974),
 (5662,7450),
 (4949,2976),
 (4251,5160),
 (3450,5819),
 (5800,9555),
 (5054,8398),
 (5739,10057),
 (5974,7751),
 (4674,3719),
 (3938,4879),
 (8555,4116),
 (6547,3352),
 (8131,4185),
 (4575,3817),
 (3713,6222),
 (6625,3076),
 (3778,5181),
 (5285,5345),
 (5435,5393),
 (6048,8589),
 (4654,6816),
 (5936,4561),
 (3721,5258),
 (3405,7136),
 (6710,4725),
 (5141,4532),
 (3872,4820),
 (7559,3690),
 (5869,7165),
 (4193,7437),
 (5565,4270),
 (6061,8968),
 (4518,8767),
 (3639,6152),
 (4631,6318),
 (5147,8094),
 (4519,6707),
 (4666,3259),
 (3292,5300),
 (7407,3740),
 (3289,6919),
 (3931,6870),
 (5332,3811),
 (4348,5210),
 (3938,6963),
 (6071,7751),
 (4247,4940),
 (4330,4341),
 (4608,7290),
 (5000,10016),
 (7203,5504),
 (5287,3445),
 (7917,8294),
 (4663,4711),
 (4432,5403),
 (4508,6244),
 (3485,6621),
 (6766,4081),
 (5489,8052),
 (5045,7623),
 (4307,9153),
 (4424,4870),
 (3968,7155),
 (5438,7527),
 (3413,6691),
 (5817,7730),
 (6926,4299),
 (6416,4223),
 (4659,4767),
 (3631,6506),
 (5261,8501),
 (4324,5354),
 (3262,6697),
 (5026,10163),
 (4776,4988),
 (5854,4699),
 (3868,7541),
 (4477,7177),
 (4157,3507),
 (3364,5185),
 (5291,8080),
 (7371,4492),
 (5166,5848),
 (5286,4147),
 (3336,6662),
 (4897,7267),
 (3767,5296),
 (5270,6741),
 (5615,4106),
 (5397,8259),
 (4569,10589),
 (5683,9104),
 (4047,8879),
 (3481,5732),
 (4816,8549),
 (3814,6484),
 (5642,7608),
 (3564,6757),
 (6991,4435),
 (5405,10135),
 (6556,8738),
 (3903,5789),
 (6189,3173),
 (6758,5288),
 (6313,7762),
 (6810,2876),
 (4833,2864),
 (3252,5041),
 (7991,8078),
 (7772,3367),
 (5059,3293),
 (3913,7120),
 (6358,3472),
 (6154,3107),
 (3393,7012),
 (4956,10733),
 (5931,9441),
 (4480,7029),
 (6563,4175),
 (6675,5630),
 (4859,4670),
 (4885,3628),
 (5786,4465),
 (5333,3321),
 (6936,3331),
 (4452,5228),
 (3917,6611),
 (4130,7212),
 (5885,4079),
 (7552,3062),
 (5858,8043),
 (4060,9478),
 (5837,8094),
 (4799,10218),
 (3658,4530),
 (3698,4972),
 ...]
